p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
2.2280056651516276e-20,1.2276762642583496,0.407,0.138,2.871899302380448e-16,7,Cdh11
4.4673636154660966e-20,0.5596290098709007,0.977,0.722,5.758431700335799e-16,7,Tenm2
4.692052495761051e-20,1.327355990945108,0.416,0.145,6.048055667035995e-16,7,Prkag2
4.8142311302172585e-20,1.2555261513431684,0.481,0.19,6.205543926850046e-16,7,Rgs6
6.495281933075934e-20,0.5872707205002152,0.977,0.771,8.372418411734878e-16,7,Asic2
6.541336536487131e-20,0.8423612927404243,0.547,0.218,8.431782795531912e-16,7,Gpm6b
1.2238664164946487e-19,1.0346631095018877,0.65,0.304,1.5775638108616022e-15,7,Car10
1.3872197821978217e-19,1.274644529933509,0.308,0.088,1.788126299252992e-15,7,LOC120099382
3.2293554305496407e-19,1.1869973123403263,0.29,0.079,4.1626391499784865e-15,7,Ndst3
5.152800202962337e-19,1.1529339043016045,0.379,0.124,6.641959461618453e-15,7,Fbxw7
1.3304556862122094e-18,0.4934405031875517,1,0.847,1.714957379527538e-14,7,Nrg3
