p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.78506287500027e-27,1.035247590690474,0.687,0.27,2.300946045875348e-23,7,Cdk14
2.990871067905459e-27,1.1619306547585935,0.771,0.382,3.855232806530137e-23,7,Kcnh7
3.667925746040749e-27,1.1793997259017746,0.612,0.232,4.727956286646526e-23,7,Nell2
4.026125264899006e-27,1.1092880715803712,0.692,0.296,5.189675466454819e-23,7,Gria3
4.855754355580214e-27,1.9301453578936756,0.266,0.052,6.259067364342896e-23,7,Rasgrp1
9.467972058954306e-27,1.2211725029592952,0.579,0.216,1.22042159839921e-22,7,Atrnl1
3.5819405024005017e-26,1.438090066917178,0.379,0.101,4.617121307594246e-22,7,Khdrbs3
1.8871101614583949e-25,1.0373715387734577,0.537,0.181,2.432484998119871e-21,7,Rimbp2
9.769519258856635e-25,1.2112086190534512,0.495,0.166,1.2592910324666202e-20,7,Cobl
1.6126369079641972e-24,1.2952534867851007,0.453,0.147,2.0786889743658503e-20,7,Pknox2
3.747472413073896e-24,1.0757843478148499,0.776,0.389,4.8304919404522525e-20,7,Sorbs2
9.497786160274269e-24,1.2394130629424371,0.505,0.181,1.2242646360593532e-19,7,Cpne4
1.718007444457855e-23,1.4149871784661707,0.407,0.126,2.214511595906175e-19,7,Msra
1.7282802881130723e-23,1.5174586903253036,0.299,0.073,2.22775329137775e-19,7,Mlip
1.9780586377313123e-23,0.9830761993632557,0.818,0.463,2.5497175840356614e-19,7,Kctd16
3.018640331657165e-23,1.1890153155603649,0.379,0.109,3.8910273875060855e-19,7,LOC120100798
3.130029518986313e-23,1.1390554116209652,0.813,0.495,4.0346080499733573e-19,7,Kcnq3
4.8532931049198973e-23,1.1206685032266555,0.547,0.205,6.255894812241747e-19,7,Camk2a
9.758349761960859e-23,0.9823771620119524,0.766,0.383,1.2578512843167548e-18,7,Khdrbs2
2.6991779106850396e-22,1.5632588664541083,0.252,0.055,3.479240326873016e-18,7,Olfm1
8.278217273726456e-22,0.8535171594178883,0.78,0.39,1.0670622065833402e-17,7,Cntn4
1.2803393761580443e-21,0.9643304390636755,0.645,0.278,1.650357455867719e-17,7,Epha5
1.9858200165759534e-21,1.225133534685615,0.393,0.124,2.559722001366404e-17,7,LOC120097408
