barcode,technical_well,seurat_cluster_raw,seurat_tree_cluster,seurat_cluster_legacy_res_1_5,provisional_annotation,nCount_RNA,nFeature_RNA,percent.mt,scanpy_cluster
46_56_21,D10,7,2,9,Inhibitory_neuron,2347,1194,0.4686834256497656,1
46_56_27,D10,1,5,1,Unresolved,1202,800,0.4159733777038269,2
46_56_44,D10,0,6,2,Unresolved,1297,850,0.5397070161912104,1
46_56_65,D10,6,4,8,Inhibitory_neuron,500,392,0.4,6
46_56_79,D10,0,6,2,Unresolved,1257,848,0.23866348448687352,2
46_56_92,D10,5,3,6,Unresolved,1208,792,0.08278145695364239,7
46_56_96,D10,1,5,1,Unresolved,1211,812,0.2477291494632535,1
46_57_19,D10,7,2,9,Inhibitory_neuron,889,587,0.11248593925759282,8
46_57_24,D10,4,1,4,Unresolved,351,298,0.2849002849002849,4
46_57_37,D10,6,4,8,Inhibitory_neuron,637,484,1.2558869701726845,6
46_57_42,D10,5,3,6,Unresolved,964,660,0.4149377593360996,7
46_57_51,D10,1,5,1,Unresolved,1692,1057,0.29550827423167847,1
46_57_64,D10,3,8,3,Unresolved,1111,696,0.18001800180018002,5
46_57_67,D10,3,8,3,Unresolved,1229,788,0.16273393002441008,5
46_58_03,D10,3,8,3,Unresolved,1857,1071,0.2154011847065159,5
46_58_06,D10,5,3,6,Unresolved,1241,805,0.32232070910556004,7
46_58_23,D10,0,6,0,Unresolved,1144,830,0.34965034965034963,1
46_58_39,D10,1,5,1,Unresolved,1692,1059,0,2
46_58_49,D10,6,4,8,Inhibitory_neuron,625,460,0.32,6
46_58_56,D10,1,5,1,Unresolved,1602,1005,0.37453183520599254,2
46_58_87,D10,3,8,3,Unresolved,1769,1043,0.22611644997173544,5
46_59_32,D10,1,5,1,Unresolved,929,621,0.1076426264800861,1
46_59_64,D10,7,2,9,Inhibitory_neuron,996,704,0.4016064257028112,8
46_59_75,D10,3,8,3,Unresolved,1899,1153,0.105318588730911,5
46_59_76,D10,4,1,4,Unresolved,2150,1302,0.37209302325581395,4
46_59_84,D10,1,5,2,Unresolved,1509,972,0.46388336646785955,2
46_60_03,D10,1,5,7,Unresolved,718,545,0.1392757660167131,2
46_60_06,D10,0,6,0,Unresolved,558,394,0.7168458781362007,2
46_60_11,D10,1,5,7,Unresolved,507,404,0.39447731755424065,6
46_60_16,D10,5,3,6,Unresolved,601,475,0.49916805324459235,7
46_60_20,D10,5,3,6,Unresolved,669,497,0.14947683109118087,7
46_60_42,D10,4,1,4,Unresolved,996,713,0.30120481927710846,1
46_60_52,D10,6,4,8,Inhibitory_neuron,498,380,1.6064257028112447,6
46_60_76,D10,0,6,0,Unresolved,548,411,0.9124087591240875,1
46_60_79,D10,0,6,0,Unresolved,398,327,0.25125628140703515,1
46_60_88,D10,4,1,4,Unresolved,731,579,0.27359781121751026,4
46_61_09,D10,2,7,5,Excitatory_neuron,1046,710,0.47801147227533464,1
46_61_28,D10,4,1,4,Unresolved,352,309,0.2840909090909091,3
46_61_30,D10,1,5,1,Unresolved,1314,855,0.380517503805175,1
46_61_38,D10,1,5,7,Unresolved,769,511,0.26007802340702213,2
46_61_65,D10,4,1,4,Unresolved,424,332,2.358490566037736,6
46_61_68,D10,3,8,3,Unresolved,890,618,0.22471910112359553,5
46_61_81,D10,0,6,0,Unresolved,919,640,1.7410228509249184,1
46_62_15,D10,7,2,9,Inhibitory_neuron,2015,1227,0.19851116625310172,8
46_62_34,D10,7,2,9,Inhibitory_neuron,773,539,0.517464424320828,8
46_62_59,D10,0,6,2,Unresolved,1207,802,0.33140016570008285,1
46_62_74,D10,1,5,1,Unresolved,925,628,0.10810810810810811,2
46_62_84,D10,0,6,2,Unresolved,1183,781,0.760777683854607,1
46_63_07,D10,4,1,4,Unresolved,903,674,0.9966777408637874,4
46_63_14,D10,4,1,4,Unresolved,577,462,0.5199306759098787,4
46_63_38,D10,4,1,4,Unresolved,375,320,0.26666666666666666,4
46_63_43,D10,4,1,4,Unresolved,422,342,0.23696682464454977,4
46_63_60,D10,3,8,3,Unresolved,1866,1079,0.964630225080386,5
46_63_64,D10,4,1,4,Unresolved,2474,1476,0.5254648342764754,4
46_63_66,D10,1,5,1,Unresolved,1201,826,0.33305578684429643,1
46_63_88,D10,0,6,1,Unresolved,786,584,1.1450381679389312,1
46_63_89,D10,1,5,7,Unresolved,1488,914,0.2688172043010753,2
46_64_11,D10,4,1,4,Unresolved,368,299,0,6
46_64_23,D10,1,5,1,Unresolved,1261,837,0.8723235527359239,2
46_64_27,D10,4,1,4,Unresolved,507,381,2.9585798816568047,4
46_64_33,D10,5,3,6,Unresolved,1742,989,0.4018369690011481,7
46_64_59,D10,4,1,4,Unresolved,439,377,0.9111617312072893,6
46_64_84,D10,1,5,1,Unresolved,847,634,0.9445100354191263,2
46_65_17,D10,2,7,5,Excitatory_neuron,1110,692,0.18018018018018017,3
46_65_28,D10,1,5,7,Unresolved,1280,854,0.390625,2
46_65_30,D10,0,6,0,Unresolved,773,533,0.258732212160414,1
46_65_56,D10,6,4,8,Inhibitory_neuron,695,511,0.4316546762589928,6
46_65_60,D10,1,5,1,Unresolved,949,647,0.21074815595363539,1
46_65_71,D10,0,6,2,Unresolved,913,682,0.21905805038335158,1
46_65_84,D10,4,1,4,Unresolved,535,439,2.2429906542056073,6
46_65_92,D10,4,1,4,Unresolved,351,292,0.5698005698005698,8
46_65_93,D10,0,6,2,Unresolved,1976,1183,0.20242914979757085,1
46_66_15,D10,0,6,2,Unresolved,1062,733,0.3766478342749529,1
46_66_16,D10,3,8,3,Unresolved,1216,767,0.1644736842105263,5
46_66_47,D10,1,5,1,Unresolved,902,630,0.22172949002217296,1
46_66_60,D10,0,6,0,Unresolved,624,474,0.4807692307692308,1
46_66_90,D10,4,1,4,Unresolved,1118,784,0.8944543828264758,7
46_66_91,D10,0,6,1,Unresolved,934,666,0.10706638115631692,1
46_67_22,D10,1,5,7,Unresolved,746,527,0.2680965147453083,2
46_67_38,D10,2,7,5,Excitatory_neuron,2524,1408,0.19809825673534073,3
46_67_62,D10,0,6,2,Unresolved,1232,835,0.5681818181818182,1
46_67_71,D10,7,2,9,Inhibitory_neuron,1243,773,0.08045052292839903,8
46_67_80,D10,1,5,7,Unresolved,1462,891,0.13679890560875513,2
46_67_95,D10,6,4,8,Inhibitory_neuron,503,377,0,6
46_68_02,D10,2,7,5,Excitatory_neuron,640,466,0.15625,3
46_68_12,D10,2,7,10,Excitatory_neuron,2124,1159,0.18832391713747645,3
46_68_70,D10,4,1,4,Unresolved,413,345,0.24213075060532688,4
46_68_92,D10,1,5,1,Unresolved,2670,1413,0.0749063670411985,2
46_69_06,D10,7,2,9,Inhibitory_neuron,724,547,0.2762430939226519,8
46_69_16,D10,6,4,8,Inhibitory_neuron,901,646,0.22197558268590456,6
46_69_33,D10,1,5,1,Unresolved,1096,773,0.2737226277372263,2
46_69_36,D10,1,5,1,Unresolved,1228,801,0.4885993485342019,2
46_69_50,D10,1,5,1,Unresolved,1033,691,0.7744433688286544,2
46_69_66,D10,0,6,2,Unresolved,1226,882,0.40783034257748774,1
46_69_68,D10,1,5,1,Unresolved,1088,713,0.1838235294117647,1
46_69_88,D10,2,7,10,Excitatory_neuron,2382,1257,0.16792611251049538,3
46_69_96,D10,4,1,4,Unresolved,460,379,1.0869565217391304,4
46_70_04,D10,5,3,6,Unresolved,1530,1005,1.5686274509803921,1
46_70_09,D10,0,6,0,Unresolved,682,502,1.1730205278592376,1
46_70_27,D10,4,1,4,Unresolved,426,342,0.2347417840375587,4
46_70_33,D10,0,6,2,Unresolved,1568,1008,0.701530612244898,2
46_70_39,D10,7,2,9,Inhibitory_neuron,1964,1219,0.30549898167006106,8
46_70_48,D10,4,1,4,Unresolved,848,656,0.1179245283018868,6
46_70_51,D10,0,6,0,Unresolved,946,665,0.3171247357293869,1
46_70_67,D10,0,6,2,Unresolved,1137,806,0.1759014951627089,1
46_70_68,D10,0,6,1,Unresolved,911,658,0.21953896816684962,1
46_70_69,D10,0,6,2,Unresolved,1040,779,0.19230769230769232,1
46_70_90,D10,6,4,8,Inhibitory_neuron,938,653,1.1727078891257996,6
46_70_93,D10,5,3,6,Unresolved,779,585,0.25673940949935814,7
46_71_12,D10,1,5,1,Unresolved,967,680,0.5170630816959669,2
46_71_32,D10,0,6,2,Unresolved,1470,968,0.6122448979591837,1
46_71_48,D10,1,5,7,Unresolved,454,357,0.4405286343612335,2
46_71_60,D10,2,7,5,Excitatory_neuron,531,420,0.3766478342749529,4
46_71_75,D10,6,4,8,Inhibitory_neuron,403,334,0.9925558312655087,6
46_71_83,D10,1,5,1,Unresolved,924,662,0.7575757575757576,1
46_72_03,D10,0,6,0,Unresolved,625,457,0.16,1
46_72_06,D10,1,5,7,Unresolved,673,497,0.8915304606240713,2
46_72_18,D10,3,8,3,Unresolved,1938,1140,0.7223942208462332,5
46_72_19,D10,0,6,2,Unresolved,915,652,1.2021857923497268,1
46_72_21,D10,4,1,4,Unresolved,416,346,1.9230769230769231,4
46_72_46,D10,4,1,4,Unresolved,1428,960,0.0700280112044818,4
46_72_50,D10,6,4,8,Inhibitory_neuron,1890,1189,0.21164021164021166,4
46_72_56,D10,7,2,9,Inhibitory_neuron,1857,1106,0.053850296176628974,8
46_72_78,D10,7,2,9,Inhibitory_neuron,904,620,0.22123893805309736,1
46_73_07,D10,2,7,5,Excitatory_neuron,1163,726,0.34393809114359414,3
46_73_11,D10,1,5,1,Unresolved,1593,945,0.25109855618330196,1
46_73_61,D10,4,1,4,Unresolved,487,391,0.20533880903490762,4
46_73_65,D10,2,7,5,Excitatory_neuron,1770,1045,0.3389830508474576,3
46_73_66,D10,1,5,1,Unresolved,2167,1268,0.18458698661744347,4
46_73_82,D10,5,3,6,Unresolved,1510,897,0.1986754966887417,7
46_73_83,D10,4,1,4,Unresolved,2726,1612,0.18341892883345562,4
46_74_03,D10,2,7,5,Excitatory_neuron,989,652,0.3033367037411527,3
46_74_14,D10,5,3,6,Unresolved,826,607,0.36319612590799033,7
46_74_19,D10,0,6,2,Unresolved,1165,807,0.4291845493562232,1
46_74_24,D10,0,6,2,Unresolved,2605,1485,0.11516314779270634,1
46_74_28,D10,2,7,10,Excitatory_neuron,1593,967,0.12554927809165098,3
46_74_32,D10,3,8,3,Unresolved,1158,769,0.2590673575129534,5
46_74_43,D10,3,8,3,Unresolved,1425,918,0.42105263157894735,5
46_74_62,D10,1,5,1,Unresolved,1533,996,0,2
46_74_72,D10,3,8,3,Unresolved,837,566,0.35842293906810035,5
46_74_76,D10,2,7,5,Excitatory_neuron,430,334,0,3
46_74_87,D10,0,6,0,Unresolved,644,490,2.7950310559006213,1
46_74_93,D10,0,6,0,Unresolved,470,386,1.9148936170212765,1
46_75_06,D10,4,1,4,Unresolved,371,309,0.2695417789757413,4
46_75_33,D10,2,7,10,Excitatory_neuron,1642,964,0.3654080389768575,3
46_75_50,D10,1,5,1,Unresolved,930,660,0.3225806451612903,1
46_75_52,D10,0,6,0,Unresolved,417,349,0,1
46_75_59,D10,0,6,1,Unresolved,621,434,0.322061191626409,3
46_75_64,D10,1,5,7,Unresolved,1086,731,0.09208103130755065,6
46_76_04,D10,5,3,6,Unresolved,645,508,0.15503875968992248,7
46_76_05,D10,0,6,2,Unresolved,810,613,0,1
46_76_26,D10,6,4,8,Inhibitory_neuron,444,339,0.9009009009009009,6
46_76_45,D10,1,5,2,Unresolved,2817,1556,0.3549875754348598,1
46_76_52,D10,4,1,4,Unresolved,575,457,1.9130434782608694,6
46_76_73,D10,1,5,1,Unresolved,1216,773,0.1644736842105263,6
46_77_32,D10,7,2,9,Inhibitory_neuron,412,329,0.48543689320388345,8
46_77_40,D10,0,6,0,Unresolved,695,528,0.28776978417266186,1
46_77_72,D10,1,5,1,Unresolved,768,565,0.13020833333333331,2
46_77_91,D10,0,6,0,Unresolved,543,423,0,2
46_78_02,D10,2,7,10,Excitatory_neuron,957,659,0.10449320794148381,3
46_78_47,D10,5,3,6,Unresolved,1042,729,0.6717850287907869,7
46_78_61,D10,5,3,6,Unresolved,1062,731,0.4708097928436911,7
46_78_63,D10,3,8,3,Unresolved,1293,812,0.9280742459396751,5
46_78_95,D10,1,5,7,Unresolved,1342,818,0.5216095380029807,2
46_79_11,D10,1,5,1,Unresolved,1798,1132,0.389321468298109,4
46_79_42,D10,1,5,1,Unresolved,1694,1054,1.2987012987012987,2
46_79_74,D10,1,5,1,Unresolved,1317,866,0.5315110098709187,1
46_79_78,D10,4,1,4,Unresolved,355,300,1.1267605633802817,6
46_79_90,D10,2,7,10,Excitatory_neuron,476,357,0.8403361344537815,3
46_80_11,D10,3,8,3,Unresolved,736,533,0.2717391304347826,5
46_80_16,D10,1,5,1,Unresolved,1311,861,0.5339435545385203,2
46_80_30,D10,3,8,3,Unresolved,860,591,0.11627906976744186,5
46_80_34,D10,1,5,7,Unresolved,731,524,0.957592339261286,2
46_80_35,D10,0,6,0,Unresolved,513,334,0.3898635477582846,1
46_80_45,D10,3,8,3,Unresolved,808,588,0.24752475247524752,1
46_80_56,D10,0,6,2,Unresolved,1723,1022,0.4643064422518862,1
46_80_65,D10,6,4,8,Inhibitory_neuron,518,390,0.7722007722007722,6
46_80_80,D10,0,6,2,Unresolved,937,646,1.3874066168623265,4
46_80_83,D10,7,2,9,Inhibitory_neuron,538,399,2.973977695167286,8
46_81_54,D10,4,1,4,Unresolved,399,333,0.2506265664160401,4
46_81_55,D10,1,5,7,Unresolved,651,476,0.15360983102918588,1
46_81_72,D10,0,6,2,Unresolved,1971,1203,0.4058853373921867,1
46_81_82,D10,0,6,2,Unresolved,1724,1036,0.34802784222737815,1
46_81_92,D10,2,7,5,Excitatory_neuron,1693,985,0.531600708800945,3
46_81_96,D10,4,1,4,Unresolved,421,359,0.23752969121140144,4
46_82_01,D10,1,5,7,Unresolved,770,562,0,2
46_82_08,D10,0,6,2,Unresolved,1182,775,0.08460236886632826,1
46_82_13,D10,1,5,1,Unresolved,849,638,0,1
46_82_41,D10,7,2,9,Inhibitory_neuron,767,564,0.3911342894393742,8
46_82_65,D10,3,8,3,Unresolved,715,527,0.6993006993006993,5
46_82_79,D10,3,8,3,Unresolved,584,447,0.3424657534246575,5
46_83_06,D10,0,6,0,Unresolved,401,301,0.24937655860349126,1
46_83_14,D10,0,6,0,Unresolved,447,342,0.8948545861297539,1
46_83_29,D10,0,6,0,Unresolved,425,322,0.2352941176470588,2
46_83_66,D10,0,6,0,Unresolved,366,298,0,2
46_83_76,D10,3,8,3,Unresolved,411,338,0.48661800486618007,5
46_83_88,D10,5,3,6,Unresolved,439,373,0,7
46_84_50,D10,1,5,1,Unresolved,1407,867,0.07107320540156362,2
46_84_62,D10,3,8,2,Unresolved,807,600,0.49566294919454773,5
46_84_90,D10,4,1,4,Unresolved,511,406,1.1741682974559686,4
46_84_95,D10,5,3,6,Unresolved,616,461,1.461038961038961,7
46_85_09,D10,0,6,0,Unresolved,621,502,0.1610305958132045,1
46_85_11,D10,0,6,2,Unresolved,1816,1096,0.7709251101321586,1
46_85_15,D10,1,5,1,Unresolved,901,627,0.6659267480577136,1
46_85_23,D10,2,7,5,Excitatory_neuron,2940,1534,0.17006802721088435,3
46_85_29,D10,7,2,9,Inhibitory_neuron,1514,892,1.1228533685601056,3
46_85_35,D10,0,6,2,Unresolved,931,651,0.644468313641246,1
46_85_55,D10,3,8,3,Unresolved,773,583,0.38809831824062097,5
46_85_67,D10,0,6,2,Unresolved,876,599,0.5707762557077625,1
46_85_77,D10,0,6,0,Unresolved,584,469,1.1986301369863013,1
46_85_87,D10,6,4,8,Inhibitory_neuron,518,403,0,6
46_85_93,D10,1,5,1,Unresolved,852,635,0.2347417840375587,2
46_86_07,D10,0,6,0,Unresolved,471,389,1.910828025477707,1
46_86_30,D10,2,7,5,Excitatory_neuron,991,674,0.30272452068617556,3
46_86_53,D10,0,6,0,Unresolved,578,438,2.249134948096886,1
46_86_56,D10,1,5,7,Unresolved,656,490,0,2
46_86_58,D10,2,7,5,Excitatory_neuron,1442,922,0.27739251040221913,3
46_86_74,D10,3,8,3,Unresolved,1631,946,0.1226241569589209,5
46_86_95,D10,0,6,0,Unresolved,673,476,0.1485884101040119,1
46_87_03,D10,4,1,4,Unresolved,394,331,0.25380710659898476,4
46_87_14,D10,6,4,8,Inhibitory_neuron,938,636,0.21321961620469082,6
46_87_25,D10,6,4,8,Inhibitory_neuron,455,384,0.21978021978021978,6
46_87_47,D10,5,3,6,Unresolved,1502,942,0.3328894806924101,7
46_87_69,D10,0,6,2,Unresolved,995,667,0.20100502512562815,4
46_87_90,D10,1,5,4,Unresolved,2747,1553,0.10921004732435385,7
46_88_01,D10,3,8,3,Unresolved,1565,1012,0.06389776357827476,5
46_88_27,D10,3,8,3,Unresolved,1051,710,0.3805899143672693,5
46_88_33,D10,0,6,2,Unresolved,1854,1142,1.132686084142395,1
46_88_46,D10,4,1,4,Unresolved,342,304,1.1695906432748537,2
46_88_70,D10,0,6,0,Unresolved,665,527,0.7518796992481203,1
46_88_81,D10,4,1,4,Unresolved,1274,877,0.3139717425431711,4
46_89_28,D10,2,7,5,Excitatory_neuron,708,501,0.423728813559322,3
46_89_36,D10,5,3,6,Unresolved,754,557,0,4
46_89_42,D10,1,5,1,Unresolved,572,450,0.34965034965034963,2
46_89_53,D10,5,3,6,Unresolved,884,620,0.22624434389140274,7
46_89_74,D10,5,3,6,Unresolved,673,503,0.2971768202080238,4
46_89_83,D10,0,6,9,Unresolved,510,380,0.9803921568627451,8
46_90_36,D10,2,7,5,Excitatory_neuron,2092,1133,0.8604206500956023,3
46_90_56,D10,3,8,3,Unresolved,1160,791,0.9482758620689655,5
46_90_66,D10,3,8,3,Unresolved,2354,1293,0.29736618521665253,5
46_90_67,D10,2,7,5,Excitatory_neuron,1006,681,0.6958250497017893,3
46_90_78,D10,0,6,0,Unresolved,372,305,0.2688172043010753,1
46_91_19,D10,5,3,6,Unresolved,2856,1547,0.31512605042016806,7
46_91_79,D10,2,7,5,Excitatory_neuron,1177,750,1.274426508071368,3
46_91_83,D10,7,2,9,Inhibitory_neuron,720,505,0.2777777777777778,8
46_91_91,D10,0,6,2,Unresolved,1402,965,0.14265335235378032,1
46_92_16,D10,5,3,6,Unresolved,544,448,0.1838235294117647,7
46_92_35,D10,0,6,1,Unresolved,575,433,1.0434782608695654,1
46_92_59,D10,4,1,4,Unresolved,349,294,0.5730659025787965,7
46_92_67,D10,0,6,2,Unresolved,752,535,0.26595744680851063,1
46_92_76,D10,0,6,0,Unresolved,538,427,0.18587360594795538,1
46_92_82,D10,3,8,3,Unresolved,2629,1473,0.49448459490300495,7
46_93_26,D10,0,6,0,Unresolved,702,551,0,1
46_93_28,D10,7,2,9,Inhibitory_neuron,538,393,0.5576208178438662,8
46_93_59,D10,2,7,10,Excitatory_neuron,687,505,0.43668122270742354,3
46_93_78,D10,4,1,4,Unresolved,429,333,1.8648018648018647,4
46_93_84,D10,1,5,7,Unresolved,1134,750,0.6172839506172839,2
46_93_95,D10,0,6,2,Unresolved,2136,1266,0.42134831460674155,1
46_94_49,D10,4,1,4,Unresolved,648,503,0.4629629629629629,6
46_94_62,D10,1,5,1,Unresolved,741,532,0.2699055330634278,2
46_94_72,D10,4,1,4,Unresolved,939,754,0.42598509052183176,4
46_94_88,D10,0,6,0,Unresolved,675,482,1.1851851851851851,1
46_95_10,D10,5,3,6,Unresolved,765,546,0,7
46_95_11,D10,1,5,1,Unresolved,999,724,0.3003003003003003,2
46_95_12,D10,3,8,3,Unresolved,938,654,0.9594882729211088,5
46_95_14,D10,6,4,8,Inhibitory_neuron,466,370,0,6
46_95_37,D10,1,5,7,Unresolved,674,478,0,2
46_95_62,D10,2,7,10,Excitatory_neuron,861,590,0,3
46_95_63,D10,0,6,2,Unresolved,1261,833,0.63441712926249,1
46_95_75,D10,6,4,8,Inhibitory_neuron,703,536,0.7112375533428165,6
46_96_56,D10,0,6,0,Unresolved,474,385,0.42194092827004215,1
46_96_63,D10,4,1,4,Unresolved,526,442,0.19011406844106463,4
46_96_72,D10,4,1,4,Unresolved,724,568,0.13812154696132595,4
46_96_82,D10,0,6,2,Unresolved,623,499,0.4815409309791332,3
47_01_01,D11,6,4,8,Inhibitory_neuron,432,359,2.083333333333333,6
47_01_06,D11,6,4,8,Inhibitory_neuron,453,337,0.6622516556291391,6
47_01_14,D11,0,6,0,Unresolved,521,423,0.19193857965451055,1
47_01_15,D11,1,5,7,Unresolved,1227,769,0,2
47_01_34,D11,2,7,10,Excitatory_neuron,1317,777,0.30372057706909644,3
47_02_30,D11,2,7,5,Excitatory_neuron,775,564,0.25806451612903225,3
47_02_91,D11,3,8,3,Unresolved,648,455,0.6172839506172839,5
47_03_16,D11,1,5,1,Unresolved,622,511,0.8038585209003215,2
47_04_06,D11,0,6,1,Unresolved,452,370,0.22123893805309736,1
47_04_44,D11,0,6,2,Unresolved,1041,725,1.0566762728146013,1
47_04_45,D11,0,6,0,Unresolved,591,451,0.338409475465313,1
47_04_72,D11,4,1,4,Unresolved,543,442,0.5524861878453038,4
47_04_81,D11,0,6,0,Unresolved,478,361,0.6276150627615062,1
47_05_35,D11,2,7,5,Excitatory_neuron,856,603,0.11682242990654204,3
47_05_42,D11,4,1,4,Unresolved,406,361,0.7389162561576355,4
47_05_49,D11,3,8,3,Unresolved,2074,1262,0.14464802314368372,5
47_05_74,D11,0,6,0,Unresolved,494,383,1.0121457489878543,8
47_06_45,D11,0,6,0,Unresolved,527,397,0,1
47_06_84,D11,0,6,0,Unresolved,557,434,0.718132854578097,2
47_06_96,D11,5,3,6,Unresolved,962,642,0.5197505197505198,7
47_07_47,D11,0,6,0,Unresolved,615,480,0.4878048780487805,1
47_07_53,D11,1,5,1,Unresolved,762,530,0.13123359580052493,2
47_07_85,D11,6,4,8,Inhibitory_neuron,819,579,0.9768009768009768,6
47_08_03,D11,2,7,5,Excitatory_neuron,2339,1230,0.38477982043608383,3
47_08_05,D11,6,4,8,Inhibitory_neuron,410,328,1.2195121951219512,6
47_08_06,D11,3,8,3,Unresolved,539,405,0.1855287569573284,5
47_08_07,D11,3,8,3,Unresolved,651,467,0.15360983102918588,5
47_08_09,D11,1,5,7,Unresolved,1143,778,0,4
47_08_18,D11,1,5,1,Unresolved,820,599,0.24390243902439024,7
47_08_91,D11,1,5,2,Unresolved,1706,1046,0.1758499413833529,2
47_09_11,D11,0,6,2,Unresolved,730,540,1.36986301369863,1
47_09_35,D11,1,5,1,Unresolved,1414,933,0.21216407355021216,4
47_09_60,D11,2,7,10,Excitatory_neuron,823,577,0,3
47_09_75,D11,0,6,0,Unresolved,571,446,0.3502626970227671,1
47_10_61,D11,2,7,10,Excitatory_neuron,770,534,0.12987012987012986,3
47_11_33,D11,1,5,7,Unresolved,895,677,0.11173184357541899,2
47_11_48,D11,7,2,9,Inhibitory_neuron,524,420,0.7633587786259541,8
47_11_59,D11,0,6,0,Unresolved,623,459,0.32102728731942215,1
47_11_65,D11,0,6,1,Unresolved,664,506,0,1
47_11_77,D11,0,6,0,Unresolved,651,489,0.7680491551459293,1
47_11_83,D11,2,7,10,Excitatory_neuron,1130,743,0.17699115044247787,3
47_12_09,D11,5,3,6,Unresolved,778,592,0.12853470437017994,7
47_12_21,D11,0,6,2,Unresolved,445,352,1.348314606741573,1
47_12_34,D11,3,8,3,Unresolved,832,596,1.201923076923077,5
47_12_51,D11,0,6,0,Unresolved,381,302,0,3
47_12_86,D11,1,5,1,Unresolved,890,626,1.1235955056179776,2
47_12_87,D11,0,6,0,Unresolved,808,589,0.3712871287128713,1
47_13_48,D11,1,5,7,Unresolved,447,342,1.342281879194631,2
47_13_88,D11,7,2,9,Inhibitory_neuron,1011,701,0.4945598417408506,8
47_14_07,D11,1,5,1,Unresolved,473,386,0.21141649048625794,2
47_14_25,D11,0,6,0,Unresolved,633,465,0.315955766192733,1
47_14_31,D11,1,5,1,Unresolved,794,559,0.7556675062972292,2
47_14_56,D11,0,6,0,Unresolved,549,432,0.18214936247723132,1
47_14_61,D11,1,5,1,Unresolved,873,613,0.45819014891179843,3
47_14_92,D11,1,5,1,Unresolved,1210,822,0.3305785123966942,2
47_15_03,D11,0,6,0,Unresolved,505,391,0.39603960396039606,1
47_15_07,D11,2,7,5,Excitatory_neuron,1637,1024,0.3665241295051924,3
47_15_18,D11,0,6,2,Unresolved,620,478,0.16129032258064516,1
47_15_22,D11,2,7,5,Excitatory_neuron,1189,713,0.16820857863751051,3
47_15_72,D11,0,6,0,Unresolved,351,304,0.8547008547008548,7
47_16_08,D11,1,5,7,Unresolved,475,354,1.0526315789473684,2
47_16_17,D11,0,6,0,Unresolved,399,332,0.5012531328320802,1
47_16_75,D11,5,3,6,Unresolved,716,521,0.5586592178770949,7
47_17_02,D11,5,3,6,Unresolved,379,317,0,7
47_17_08,D11,0,6,0,Unresolved,392,327,0,1
47_17_16,D11,0,6,0,Unresolved,514,413,0.38910505836575876,1
47_17_37,D11,4,1,4,Unresolved,690,553,0.14492753623188406,4
47_17_39,D11,0,6,0,Unresolved,365,299,0.273972602739726,1
47_17_65,D11,0,6,0,Unresolved,526,409,0,1
47_17_72,D11,7,2,9,Inhibitory_neuron,424,346,0.9433962264150944,8
47_17_83,D11,0,6,2,Unresolved,1176,815,0.5952380952380952,4
47_17_87,D11,0,6,0,Unresolved,364,308,0.5494505494505495,1
47_17_95,D11,3,8,3,Unresolved,745,529,0.2684563758389262,5
47_18_11,D11,5,3,6,Unresolved,1183,816,0,7
47_18_12,D11,4,1,4,Unresolved,2349,1491,0.2554278416347382,4
47_18_32,D11,3,8,3,Unresolved,2029,1143,0.2957121734844751,5
47_18_34,D11,6,4,8,Inhibitory_neuron,629,487,0.3179650238473768,6
47_18_47,D11,0,6,0,Unresolved,422,336,1.1848341232227488,2
47_18_48,D11,6,4,8,Inhibitory_neuron,921,667,1.3029315960912053,6
47_18_58,D11,5,3,6,Unresolved,1053,750,0.5698005698005698,7
47_18_61,D11,1,5,1,Unresolved,1348,869,0.22255192878338279,2
47_18_62,D11,1,5,1,Unresolved,1912,1114,0,1
47_18_69,D11,3,8,3,Unresolved,913,629,0.9857612267250823,5
47_18_73,D11,4,1,4,Unresolved,388,321,2.3195876288659796,4
47_18_79,D11,1,5,7,Unresolved,748,530,0.1336898395721925,2
47_18_81,D11,1,5,7,Unresolved,1328,854,0.37650602409638556,2
47_18_86,D11,2,7,5,Excitatory_neuron,1099,746,0.4549590536851683,3
47_18_91,D11,0,6,0,Unresolved,709,520,0.9873060648801129,1
47_18_94,D11,6,4,8,Inhibitory_neuron,585,431,0.8547008547008548,6
47_19_31,D11,0,6,0,Unresolved,444,359,0.6756756756756757,1
47_19_38,D11,0,6,0,Unresolved,688,513,0.5813953488372093,1
47_19_53,D11,6,4,8,Inhibitory_neuron,620,464,0.16129032258064516,6
47_19_62,D11,0,6,1,Unresolved,654,487,0.3058103975535168,1
47_19_75,D11,0,6,2,Unresolved,1028,705,0.38910505836575876,1
47_19_92,D11,2,7,10,Excitatory_neuron,1547,893,0.12928248222365868,3
47_20_04,D11,0,6,0,Unresolved,762,574,0.26246719160104987,1
47_20_07,D11,0,6,0,Unresolved,425,339,0.2352941176470588,2
47_20_22,D11,0,6,0,Unresolved,518,416,0.3861003861003861,1
47_20_30,D11,0,6,0,Unresolved,414,332,0.24154589371980675,1
47_20_48,D11,6,4,8,Inhibitory_neuron,378,314,0.26455026455026454,6
47_20_49,D11,1,5,7,Unresolved,371,305,0.2695417789757413,2
47_20_78,D11,6,4,8,Inhibitory_neuron,394,300,1.7766497461928936,6
47_20_79,D11,0,6,0,Unresolved,366,313,2.459016393442623,1
47_21_13,D11,0,6,0,Unresolved,422,340,0.23696682464454977,1
