barcode,technical_well,seurat_cluster_raw,seurat_tree_cluster,seurat_cluster_legacy_res_1_5,provisional_annotation,nCount_RNA,nFeature_RNA,percent.mt,scanpy_cluster
48_57_88,D12,1,5,1,Unresolved,886,628,0.1128668171557562,2
48_58_09,D12,0,6,2,Unresolved,784,563,0.12755102040816327,1
48_58_32,D12,0,6,0,Unresolved,588,464,0.3401360544217687,8
48_58_47,D12,5,3,6,Unresolved,650,490,0.7692307692307693,7
48_58_52,D12,4,1,4,Unresolved,1298,876,0.3852080123266564,4
48_58_61,D12,1,5,1,Unresolved,1219,800,0.2461033634126333,1
48_58_65,D12,0,6,0,Unresolved,525,426,0.5714285714285714,1
48_58_73,D12,2,7,5,Excitatory_neuron,1674,976,0.11947431302270012,3
48_59_06,D12,2,7,5,Excitatory_neuron,791,583,0.12642225031605564,3
48_59_55,D12,1,5,1,Unresolved,1100,761,0.45454545454545453,2
48_59_72,D12,5,3,6,Unresolved,895,645,0.33519553072625696,7
48_60_13,D12,2,7,10,Excitatory_neuron,1141,754,0.35056967572305,3
48_60_20,D12,0,6,0,Unresolved,682,559,0.2932551319648094,2
48_60_35,D12,0,6,0,Unresolved,607,481,0.3294892915980231,1
48_60_59,D12,7,2,9,Inhibitory_neuron,459,345,1.0893246187363834,8
48_60_65,D12,2,7,5,Excitatory_neuron,1748,1101,0.2860411899313501,3
48_60_74,D12,7,2,9,Inhibitory_neuron,924,644,0.4329004329004329,8
48_60_95,D12,1,5,1,Unresolved,1303,921,0.07674597083653108,1
48_60_96,D12,2,7,5,Excitatory_neuron,772,556,0.38860103626943004,3
48_61_01,D12,4,1,4,Unresolved,1053,738,0.3798670465337132,4
48_61_26,D12,0,6,2,Unresolved,1526,970,0.0655307994757536,2
48_61_28,D12,1,5,7,Unresolved,727,537,0.2751031636863824,2
48_61_45,D12,6,4,8,Inhibitory_neuron,501,383,0.39920159680638717,6
48_61_60,D12,3,8,3,Unresolved,931,615,0.5370569280343717,5
48_61_68,D12,7,2,9,Inhibitory_neuron,869,591,0,8
48_61_86,D12,4,1,4,Unresolved,380,305,1.3157894736842104,4
48_62_07,D12,2,7,10,Excitatory_neuron,1099,706,0,3
48_62_32,D12,7,2,9,Inhibitory_neuron,389,321,1.2853470437017995,8
48_62_65,D12,0,6,0,Unresolved,611,470,0,1
48_62_84,D12,0,6,0,Unresolved,597,460,0.5025125628140703,1
48_63_03,D12,7,2,9,Inhibitory_neuron,2223,1240,0.22492127755285649,8
48_63_26,D12,2,7,10,Excitatory_neuron,1340,823,0.1492537313432836,3
48_63_43,D12,2,7,5,Excitatory_neuron,1830,1109,0.16393442622950818,3
48_63_64,D12,3,8,3,Unresolved,2074,1219,0.3857280617164899,5
48_63_93,D12,1,5,7,Unresolved,1138,739,0.17574692442882248,2
48_64_01,D12,6,4,8,Inhibitory_neuron,756,544,0.26455026455026454,6
48_64_15,D12,0,6,0,Unresolved,431,322,2.320185614849188,2
48_64_17,D12,0,6,2,Unresolved,1160,774,0.6896551724137931,1
48_64_51,D12,0,6,2,Unresolved,905,669,0.11049723756906078,1
48_64_56,D12,2,7,10,Excitatory_neuron,2772,1435,0.937950937950938,3
48_64_71,D12,0,6,2,Unresolved,817,587,0,1
48_64_77,D12,0,6,1,Unresolved,931,647,0.4296455424274973,4
48_64_78,D12,1,5,1,Unresolved,1157,765,0.25929127052722556,2
48_64_80,D12,4,1,4,Unresolved,1231,864,0.4061738424045491,4
48_64_84,D12,0,6,0,Unresolved,381,315,0.5249343832020997,4
48_64_90,D12,3,8,3,Unresolved,950,638,0.3157894736842105,5
48_65_15,D12,1,5,1,Unresolved,885,642,0.4519774011299435,2
48_65_25,D12,3,8,3,Unresolved,1139,716,0,5
48_65_30,D12,0,6,0,Unresolved,502,407,0.5976095617529881,1
48_65_41,D12,3,8,3,Unresolved,1160,766,0.6896551724137931,4
48_65_45,D12,1,5,7,Unresolved,1033,717,0.0968054211035818,2
48_65_60,D12,4,1,4,Unresolved,1783,1140,0.2243409983174425,4
48_65_91,D12,0,6,0,Unresolved,408,302,2.941176470588235,7
48_65_96,D12,2,7,10,Excitatory_neuron,1699,1000,0.11771630370806356,3
48_66_26,D12,5,3,6,Unresolved,632,479,0.31645569620253167,7
48_66_38,D12,2,7,5,Excitatory_neuron,1357,845,0.07369196757553427,3
48_66_41,D12,2,7,5,Excitatory_neuron,1239,758,0.48426150121065376,3
48_66_43,D12,5,3,6,Unresolved,897,635,0.4459308807134894,7
48_66_47,D12,7,2,9,Inhibitory_neuron,389,304,0,8
48_66_48,D12,4,1,4,Unresolved,407,336,0.4914004914004914,6
48_67_28,D12,0,6,0,Unresolved,517,402,0.5802707930367506,1
48_67_31,D12,3,8,3,Unresolved,1121,736,0.08920606601248886,5
48_67_47,D12,0,6,0,Unresolved,895,613,0.11173184357541899,1
48_67_59,D12,5,3,6,Unresolved,755,538,0,7
48_67_76,D12,1,5,7,Unresolved,1223,804,0.49059689288634506,2
48_67_83,D12,2,7,5,Excitatory_neuron,1579,987,0.253324889170361,3
48_67_84,D12,5,3,6,Unresolved,1090,730,0.5504587155963303,7
48_68_05,D12,6,4,8,Inhibitory_neuron,657,489,0.91324200913242,6
48_68_43,D12,4,1,4,Unresolved,493,372,0,4
48_68_87,D12,0,6,0,Unresolved,570,432,0.3508771929824561,1
48_69_07,D12,6,4,8,Inhibitory_neuron,1430,957,0.2097902097902098,2
48_69_27,D12,2,7,10,Excitatory_neuron,703,486,0,3
48_69_33,D12,0,6,2,Unresolved,1297,871,1.310717039321511,1
48_69_50,D12,4,1,4,Unresolved,1312,888,0.6859756097560976,4
48_69_53,D12,2,7,10,Excitatory_neuron,2111,1168,0.23685457129322599,3
48_69_56,D12,0,6,2,Unresolved,951,687,0.4206098843322818,1
48_69_60,D12,6,4,8,Inhibitory_neuron,622,458,0.1607717041800643,6
48_70_31,D12,1,5,7,Unresolved,513,409,0.3898635477582846,2
48_70_53,D12,0,6,0,Unresolved,713,521,0.7012622720897616,1
48_70_56,D12,0,6,2,Unresolved,855,610,0.23391812865497078,1
48_70_84,D12,1,5,7,Unresolved,639,464,1.2519561815336464,2
48_71_71,D12,2,7,10,Excitatory_neuron,2361,1360,0.08470986869970351,3
48_72_04,D12,4,1,4,Unresolved,398,320,0,4
48_72_23,D12,1,5,7,Unresolved,974,701,1.0266940451745379,2
48_72_44,D12,3,8,3,Unresolved,1625,966,0.49230769230769234,5
48_72_61,D12,2,7,5,Excitatory_neuron,875,626,0.34285714285714286,3
48_72_72,D12,0,6,2,Unresolved,796,578,0.25125628140703515,1
48_72_74,D12,0,6,0,Unresolved,392,347,0.5102040816326531,1
48_72_82,D12,6,4,8,Inhibitory_neuron,686,493,0.5830903790087464,6
48_73_21,D12,0,6,0,Unresolved,588,445,0.6802721088435374,1
48_73_28,D12,3,8,3,Unresolved,1260,847,0.3968253968253968,5
48_73_71,D12,0,6,1,Unresolved,727,522,0.2751031636863824,2
48_74_58,D12,1,5,1,Unresolved,591,457,0,6
48_74_59,D12,0,6,2,Unresolved,739,566,0.5412719891745602,1
48_74_70,D12,3,8,3,Unresolved,938,606,0.9594882729211088,5
48_74_80,D12,0,6,7,Unresolved,515,362,0.3883495145631068,6
48_75_03,D12,1,5,7,Unresolved,703,495,0.2844950213371266,2
48_75_63,D12,4,1,4,Unresolved,361,304,0.2770083102493075,4
48_75_68,D12,6,4,8,Inhibitory_neuron,885,598,0.22598870056497175,6
48_75_92,D12,0,6,2,Unresolved,800,578,0.625,1
48_76_07,D12,4,1,4,Unresolved,1310,943,0.3053435114503817,4
48_76_49,D12,1,5,7,Unresolved,473,378,0.6342494714587738,2
48_76_65,D12,1,5,1,Unresolved,1721,1110,0.11621150493898895,2
48_76_66,D12,1,5,1,Unresolved,791,576,0.37926675094816686,2
48_77_22,D12,4,1,4,Unresolved,1987,1202,0.3019627579265224,4
48_77_30,D12,6,4,8,Inhibitory_neuron,442,341,0.6787330316742082,6
48_77_45,D12,5,3,6,Unresolved,347,298,0.8645533141210375,7
48_77_67,D12,4,1,4,Unresolved,542,450,0,4
48_77_88,D12,0,6,0,Unresolved,427,343,0.234192037470726,2
48_78_21,D12,3,8,3,Unresolved,850,590,0.1176470588235294,5
48_78_32,D12,0,6,1,Unresolved,856,620,0.11682242990654204,1
48_78_47,D12,4,1,4,Unresolved,469,397,0,6
48_78_62,D12,0,6,0,Unresolved,380,332,0.2631578947368421,1
48_78_64,D12,3,8,3,Unresolved,2738,1519,0.2921840759678598,5
48_78_75,D12,0,6,4,Unresolved,376,330,0.26595744680851063,4
48_78_89,D12,0,6,1,Unresolved,616,466,0.487012987012987,1
48_79_07,D12,0,6,0,Unresolved,440,362,0,1
48_79_22,D12,7,2,9,Inhibitory_neuron,836,591,2.0334928229665072,8
48_79_40,D12,6,4,8,Inhibitory_neuron,427,315,1.873536299765808,6
48_79_46,D12,5,3,6,Unresolved,718,555,0.4178272980501393,7
48_79_59,D12,0,6,2,Unresolved,815,593,0.245398773006135,1
48_79_60,D12,5,3,6,Unresolved,626,465,0.1597444089456869,7
48_79_64,D12,1,5,1,Unresolved,439,352,0.45558086560364464,2
48_79_84,D12,6,4,8,Inhibitory_neuron,942,653,0.21231422505307856,6
48_79_85,D12,3,8,3,Unresolved,1376,861,0.5087209302325582,5
48_79_89,D12,1,5,7,Unresolved,370,299,0,2
48_80_06,D12,7,2,9,Inhibitory_neuron,749,536,0.13351134846461948,8
48_80_33,D12,1,5,7,Unresolved,1390,892,1.079136690647482,8
48_80_42,D12,1,5,7,Unresolved,666,543,0.15015015015015015,4
48_80_60,D12,1,5,1,Unresolved,764,554,0,2
48_80_78,D12,0,6,0,Unresolved,654,489,0.45871559633027525,1
48_81_13,D12,5,3,6,Unresolved,1607,974,0.06222775357809583,7
48_81_21,D12,6,4,8,Inhibitory_neuron,735,509,0.5442176870748299,6
48_82_03,D12,3,8,3,Unresolved,582,447,0.1718213058419244,5
48_82_16,D12,3,8,3,Unresolved,437,351,0.4576659038901602,5
48_82_36,D12,7,2,9,Inhibitory_neuron,792,535,0.3787878787878788,8
48_82_37,D12,1,5,7,Unresolved,540,420,0.3703703703703704,2
48_82_56,D12,7,2,9,Inhibitory_neuron,674,491,0.5934718100890208,8
48_82_62,D12,0,6,0,Unresolved,489,377,0.6134969325153374,6
48_82_71,D12,0,6,1,Unresolved,374,312,0.8021390374331552,2
48_82_78,D12,3,8,3,Unresolved,1069,699,0,5
48_83_29,D12,0,6,2,Unresolved,581,433,0,1
48_83_65,D12,0,6,0,Unresolved,416,358,0.9615384615384616,7
48_83_95,D12,0,6,0,Unresolved,660,501,0.30303030303030304,5
48_84_30,D12,1,5,1,Unresolved,1640,964,0.9146341463414633,2
48_84_34,D12,0,6,2,Unresolved,897,661,0.33444816053511706,1
48_84_42,D12,2,7,5,Excitatory_neuron,1617,1006,0,3
48_84_44,D12,2,7,5,Excitatory_neuron,1625,963,0.1846153846153846,3
48_84_53,D12,4,1,4,Unresolved,366,313,1.912568306010929,4
48_84_56,D12,6,4,8,Inhibitory_neuron,806,577,0.49627791563275436,6
48_84_72,D12,7,2,9,Inhibitory_neuron,2375,1416,0.25263157894736843,4
48_84_91,D12,0,6,1,Unresolved,761,537,0.2628120893561104,1
48_84_92,D12,0,6,2,Unresolved,717,540,0.1394700139470014,1
48_85_16,D12,0,6,0,Unresolved,608,479,0.1644736842105263,1
48_85_20,D12,7,2,9,Inhibitory_neuron,633,453,0.47393364928909953,8
48_85_62,D12,0,6,0,Unresolved,728,551,0.27472527472527475,1
48_85_91,D12,3,8,3,Unresolved,770,552,0.2597402597402597,5
48_86_36,D12,4,1,4,Unresolved,359,299,0.5571030640668524,4
48_87_18,D12,2,7,5,Excitatory_neuron,1780,1039,0.6179775280898876,3
48_87_19,D12,0,6,2,Unresolved,1575,987,0.06349206349206349,5
48_87_39,D12,0,6,0,Unresolved,454,360,0,1
48_87_46,D12,0,6,0,Unresolved,887,644,0.11273957158962795,1
48_87_75,D12,2,7,5,Excitatory_neuron,1589,952,0.5663939584644431,3
48_87_90,D12,2,7,10,Excitatory_neuron,1824,1031,0.10964912280701754,3
48_87_91,D12,4,1,4,Unresolved,448,384,1.1160714285714286,6
48_88_06,D12,1,5,7,Unresolved,739,541,0,2
48_88_08,D12,0,6,0,Unresolved,411,317,1.2165450121654502,2
48_88_16,D12,1,5,7,Unresolved,866,593,1.0392609699769053,2
48_88_18,D12,5,3,6,Unresolved,850,621,0.2352941176470588,7
48_88_27,D12,7,2,9,Inhibitory_neuron,897,656,0.5574136008918618,4
48_88_44,D12,1,5,1,Unresolved,2161,1307,0.3239241092086997,2
48_88_71,D12,0,6,1,Unresolved,824,591,0.7281553398058253,1
48_88_81,D12,2,7,10,Excitatory_neuron,1564,941,0.2557544757033248,3
48_88_82,D12,0,6,2,Unresolved,774,554,0.2583979328165375,1
48_88_86,D12,1,5,1,Unresolved,721,544,0.27739251040221913,8
48_88_91,D12,5,3,6,Unresolved,821,577,0.12180267965895249,7
48_89_07,D12,1,5,7,Unresolved,493,382,0.2028397565922921,2
48_89_24,D12,3,8,3,Unresolved,445,359,0,5
48_89_32,D12,4,1,4,Unresolved,743,525,0.2691790040376851,6
48_89_40,D12,0,6,0,Unresolved,428,339,0,2
48_89_77,D12,0,6,1,Unresolved,695,527,0,2
48_89_89,D12,0,6,2,Unresolved,740,552,0.2702702702702703,1
48_90_46,D12,3,8,3,Unresolved,668,480,0.29940119760479045,5
48_90_69,D12,0,6,0,Unresolved,404,312,1.2376237623762376,1
48_90_91,D12,2,7,5,Excitatory_neuron,1000,655,0.4,3
48_90_96,D12,4,1,4,Unresolved,473,403,0.42283298097251587,5
48_91_23,D12,0,6,0,Unresolved,778,602,0.6426735218508998,1
48_91_24,D12,2,7,10,Excitatory_neuron,2033,1136,0.0983767830791933,3
48_91_28,D12,4,1,4,Unresolved,366,299,0.546448087431694,4
48_91_31,D12,6,4,8,Inhibitory_neuron,660,496,0.7575757575757576,6
48_91_50,D12,1,5,1,Unresolved,716,517,0.6983240223463687,2
48_91_83,D12,5,3,6,Unresolved,1282,903,0.46801872074883,7
48_91_84,D12,6,4,8,Inhibitory_neuron,631,493,0,6
48_91_86,D12,5,3,6,Unresolved,799,543,0.5006257822277848,1
48_91_90,D12,7,2,9,Inhibitory_neuron,674,494,0,8
48_91_92,D12,0,6,0,Unresolved,433,352,0.6928406466512702,8
48_91_94,D12,5,3,6,Unresolved,622,493,1.1254019292604502,7
48_92_06,D12,3,8,3,Unresolved,521,401,0.3838771593090211,5
48_92_13,D12,2,7,10,Excitatory_neuron,1898,1116,0.31612223393045313,3
48_92_17,D12,0,6,0,Unresolved,533,414,0.18761726078799248,1
48_92_38,D12,0,6,0,Unresolved,482,381,2.2821576763485476,2
48_92_43,D12,5,3,6,Unresolved,632,465,0.15822784810126583,7
48_92_62,D12,4,1,4,Unresolved,665,547,0.4511278195488722,4
48_93_26,D12,0,6,0,Unresolved,559,419,1.4311270125223614,1
48_93_35,D12,0,6,2,Unresolved,841,578,0,1
48_93_49,D12,0,6,0,Unresolved,718,540,0,1
48_93_61,D12,2,7,10,Excitatory_neuron,833,513,0.24009603841536614,3
48_93_82,D12,0,6,0,Unresolved,468,377,1.0683760683760684,1
48_93_93,D12,7,2,9,Inhibitory_neuron,816,614,0.49019607843137253,8
48_94_08,D12,7,2,9,Inhibitory_neuron,397,313,0.5037783375314862,8
48_94_09,D12,3,8,3,Unresolved,982,696,0.10183299389002036,5
48_94_13,D12,0,6,0,Unresolved,490,387,0.6122448979591837,1
48_94_87,D12,0,6,0,Unresolved,945,645,1.6931216931216932,2
48_94_88,D12,0,6,1,Unresolved,458,368,0.21834061135371177,2
48_94_94,D12,6,4,8,Inhibitory_neuron,526,411,0.9505703422053232,8
48_95_32,D12,1,5,1,Unresolved,669,488,0.8968609865470852,1
48_95_34,D12,0,6,0,Unresolved,569,452,0.7029876977152899,1
48_95_38,D12,0,6,0,Unresolved,602,473,0.16611295681063123,4
48_95_56,D12,0,6,0,Unresolved,539,447,0.5565862708719851,1
48_95_66,D12,2,7,5,Excitatory_neuron,1911,1197,0.20931449502878074,3
48_95_68,D12,1,5,7,Unresolved,671,483,0.14903129657228018,6
48_95_73,D12,0,6,0,Unresolved,406,328,0.49261083743842365,1
48_95_89,D12,0,6,0,Unresolved,533,423,0.7504690431519699,6
48_95_93,D12,2,7,10,Excitatory_neuron,729,511,0.1371742112482853,3
48_96_42,D12,2,7,5,Excitatory_neuron,625,461,0.16,3
48_96_46,D12,5,3,6,Unresolved,647,492,0,7
48_96_79,D12,2,7,5,Excitatory_neuron,1103,721,0,3
48_96_90,D12,0,6,6,Unresolved,444,350,0.6756756756756757,2
